permit_number,facility,address,city,state,zipcode,latitude,longitude
FSP-060-006472,McDonalds (Palma 17),5710 Fulton Indusrial BLVD,Atlanta,GA,30336,33.7289537,-84.5738468
FSP-060-006475,"Nana G's Chik-N-Waffles ""Mobile""",1187 Wylie ST,Atlanta,GA,30314,33.7522352,-84.3498054
FSP-060-006478,Zaria Cafe,250 Bennett ST,Atlanta,GA,30326,33.8119029,-84.3942904
FSP-060-006481,Egg Harbor Commissary,1007 Mansell RD STE B,Roswell,GA,30076,34.0416422,-84.3342664
FSP-060-006482,Egg Harbor North Point,5966 North Point PKWY,Alpharetta,GA,30022,34.0490667,-84.2826454
FSP-060-006483,Dunkin Donuts,530 17th ST NW STE 310,Atlanta,GA,30318,33.7911579,-84.4066519
FSP-060-006484,Flower Child,6400 Bluestone RD,Atlanta,GA,30328,33.9252434,-84.3825418
FSP-060-006486,Starbucks,4920 Roswell RD,Atlanta,GA,30342,33.8885729,-84.3823775
FSP-060-006487,"Chinese Buddha Restaurant, Inc",100 10th ST STE 125,Atlanta,GA,30309,33.7812819,-84.3899773
FSP-060-006488,Alto Senior Living Buckhead Kitchen,4804 Roswell RD,Atlanta,GA,30342,33.8857461,-84.3821247
FSP-060-006489,MHF Buckhead Manager V LLC d/b/a Doubletree Hotel Buckhead -Kitchen One,3342 Peachtree RD NE,Atlanta,GA,30326,33.8474632,-84.3698245
FSP-060-006489,Hilton Garden Inn Atlanta Buckhead-Kitchen One,3342 Peachtree RD NE,Atlanta,GA,30326,33.8474632,-84.3698245
FSP-060-006495,Hampton Inn Atlanta Buckhead,3398 Piedmont RD NE,Atlanta,GA,30305,33.8472051,-84.3738779
FSP-060-006498,Krispy Krunchy Chicken,3241 Camp Creek PKWY,Atlanta,GA,30344,33.6551504,-84.4951789
FSP-060-006499,Fu Express,1570 Holcomb Bridge RD STE 365,Roswell,GA,30076,34.0187134,-84.3134453
FSP-060-006500,Guac y Margys,661 Auburn AVE STE 120,Atlanta,GA,30312,33.7556488,-84.3656029
FSP-060-006519,Checkers,1449 Donnelly AVE,Atlanta,GA,30310,33.7382058,-84.4348059
FSP-060-006523,Nina + Rafi,661 Auburn AVE STE 220,Atlanta,GA,30312,33.7556488,-84.3656029
FSP-060-006525,Poke Factory,5950 North Point PKWY STE 125,Alpharetta,GA,30022,34.0491752,-84.2812470
FSP-060-006528,The James Room,661 Auburn STE 280,Atlanta,GA,30312,33.7556488,-84.3656029
FSP-060-006529,Checkers,211 Cleveland AVE,Atlanta,GA,30315,33.6814111,-84.3958738
FSP-060-006531,Purely,855 Peachtree ST NE STE 4,Atlanta,GA,30308,33.7780871,-84.3838967
FSP-060-006532,Mercedes Benz Coffee Bar,1 Mercedes DR,Sandy Springs,GA,30328,33.9333774,-84.3633948
FSP-060-006535,Mercedes Benz Deli,1 Mercedes DR,Sandy Springs,GA,30328,33.9333774,-84.3633948
FSP-060-006536,Alto Senior Living Alpharetta,4125 North Point PKWY,Alpharetta,GA,30022,34.0667486,-84.2628598
FSP-060-006537,Mercantile Social,20 N. Main ST,Alpharetta,GA,30009,34.0761422,-84.2947150
FSP-060-006538,Hot Dog Factory,75 Piedmont AVE,Atlanta,GA,30303,33.7566242,-84.3821152
FSP-060-006540,The Wing Shack ATL,495 Whitehall ST STE B,Atlanta,GA,30303,33.7440980,-84.4038470
FSP-060-006541,2 Boy's BBQ #2,4395 Fulton Industrial BLVD STE B,Atlanta,GA,30336,33.7653782,-84.5312704
FSP-060-006544,Poke Bar,6410 North Point PKWY,Alpharetta,GA,30022,34.0443762,-84.2909114
FSP-060-006547,Krust Pizza & Subs,2841 Greenbrair PKWY SW STE N-315,Atlanta,GA,30331,33.6884093,-84.4918595
FSP-060-006556,Church's Chicken #87,200 Cleveland AVE SW,Atlanta,GA,30315,33.6808127,-84.3949194
FSP-060-006557,Taste of the Trucks LLC d/b/a Just Loaf'n,371 Boulevard SE,Atlanta,GA,30312,33.7445383,-84.3684982
FSP-060-006566,Burger 21,2500 Old Milton PKWY STE 100,Alpharetta,GA,30009,34.0697989,-84.2846194
FSP-060-006567,Sisters Of The New South,2880 Holcomb Bridge RD STE 184,Alpharetta,GA,30022,33.9907089,-84.2749540
FSP-060-006570,Bratplatz,3795 Presidential PKWY STE FT-14,Atlanta,GA,30340,33.8862727,-84.2655693
FSP-060-006583,EDBT,1397 North Highland AVE,Atlanta,GA,30306,33.7924709,-84.3521099
FSP-060-006584,NAM KITCHEN,6400 Bluestone RD STE 100,Atlanta,GA,30328,33.9252434,-84.3825418
FSP-060-006585,Pita Mediterranean Street Food,5530 Windward PKWY STE 101,Alpharetta,GA,30004,34.0887164,-84.2677097
FSP-060-006586,Fuzzy's Taco Shop,5325 Windward PKWY STE 102,Alpharetta,GA,30004,34.0889201,-84.2744193
FSP-060-006588,Halal American Deli,66 Walton ST,Atlanta,GA,30303,33.7562160,-84.3909873
FSP-060-006593,Cowabunga Inc dba Domino's,955 Marietta ST NW,Atlanta,GA,30318,33.7786307,-84.4091070
FSP-060-006596,"Believe Holdings, LLC- Kitchen",183 Ralph David Abernathy BLVD,Atlanta,GA,30312,33.7370668,-84.3938046
FSP-060-006607,Believe Holdings- Main Bar,183 Ralph David Abernathy BLVD,Atlanta,GA,30312,33.7370668,-84.3938046
FSP-060-006608,Believe Holdings- Upper Bar,183 Ralph David Abernathy BLVD,Atlanta,GA,30312,33.7370668,-84.3938046
FSP-060-006610,Starbucks at Three Alliance Center,3550 Lenox RD STE 500,Atlanta,GA,30326,33.8517433,-84.3675947
FSP-060-006611,Hong Kong Cafe,10820 Abbotts Bridge RD STE 110,Duluth,GA,30097,34.0451341,-84.1774720
FSP-060-006612,Subway #49148,50 Upper Alabama ST STE 201,Atlanta,GA,30303,33.7515593,-84.3898914
FSP-060-006615,White Windmill Bakery,10820 Abbotts Bridge RD STE 360,Johns Creek,GA,30097,34.0451341,-84.1774720
FSP-060-006618,Jerk Wingz N Thingz,3024 Martin Luther King Jr DR SW STE F,Atlanta,GA,30311,33.7524686,-84.4855480
FSP-060-006620,M Thai Street Food,875 North Main ST STE 301,Alpharetta,GA,30009,34.0931491,-84.2796018
FSP-060-006623,Tiny Louis Grab N Go,789 Ponce de Leon AVE NE,Atlanta,GA,30306,33.7734009,-84.3612288
FSP-060-006624,Hotel Clermont- Lobby Bar,789 Ponce de Leon AVE NE,Atlanta,GA,30306,33.7734009,-84.3612288
FSP-060-006625,Tiny Lou's Rooftop Bar,789 Ponce de Leon AVE NE,Atlanta,GA,30306,33.7734009,-84.3612288
FSP-060-006626,Tiny Louâ<U+0080><U+0099>s Main Kitchen,789 Ponce de Leon AVE NE,Atlanta,GA,30306,33.7734009,-84.3612288
FSP-060-006628,Taco Pete Bistro,301 N. Central AVE,Atlanta,GA,30354,33.6540678,-84.3972387
FSP-060-006632,Savi Provisions-Upstairs Bar,308 Pharr RD NE,Atlanta,GA,30305,33.8373932,-84.3775959
FSP-060-006633,NaanStop,265 18th ST NW,Atlanta,GA,30363,33.7927130,-84.3970828
FSP-060-006635,Lil Kikos Taqueria,10980 Crabapple RD,Roswell,GA,30075,34.0478485,-84.3615856
FSP-060-006636,"Asian Kitchen (Immanuel Gao, Inc)",2300 Holcomb Bridge RD STE 307,Roswell,GA,30076,34.0048159,-84.2946945
FSP-060-006637,Rising Roll Gourmet Cafe,7000 Central PKWY STE 150,Atlanta,GA,30328,33.9271716,-84.3487003
FSP-060-006638,Pho King,10 Park PL STE 18,Atlanta,GA,30308,33.7541825,-84.3885382
FSP-060-006641,"Wings & Seafood, LLC",1217 Metropolitan PKWY STE 501,Atlanta,GA,30310,33.7217197,-84.4084847
FSP-060-006642,Bad Daddy's Burger Bar,10800 Alpharetta HWY STE 502,Roswell,GA,30076,34.0435685,-84.3433405
FSP-060-006643,Edelweiss Concessions DBA Love At Wurst Sight,7040 Jimmy Carter BLVD STE 1,Norcross,GA,30092,33.9460690,-84.2419153
FSP-060-006644,Aku Sushi Ramen,9775 Medlock Bridge RD STE M,Duluth,GA,30097,34.0156597,-84.1897896
FSP-060-006646,Aix Restaurant & Bar,956 Brady AVE STE 100,Atlanta,GA,30318,33.7809472,-84.4134093
FSP-060-006647,Aix BAR- Tin Tin,956 Brady AVE STE 100,Atlanta,GA,30318,33.7809472,-84.4134093
FSP-060-006649,Domino's Pizza,5819 Campbellton RD STE 106,Atlanta,GA,30331,33.6995897,-84.5783891
FSP-060-006650,Drafts and Dogs,675 Ponce De Leon AVE NE STE N149,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-006651,Cafe Kia Ora,759 W Peachtree ST NW STE 102,Atlanta,GA,30308,33.7757396,-84.3867239
FSP-060-006654,A Loft Hotel Bar,7895 North Point PKWY,Alpharetta,GA,30022,34.0398352,-84.3075839
FSP-060-006656,Steak & Shake,6789 Shannon PKWY,Union City,GA,30291,33.5702348,-84.5397359
FSP-060-006656,Steak & Shake,6789 Shannon PKWY,Fairburn,GA,30213,33.5702348,-84.5397359
FSP-060-006657,Kwality Ice Creams of Atlanta,6631 Roswell RD,Atlanta,GA,30328,33.9361300,-84.3766180
FSP-060-006658,The Queso Truck,2127 Liddell DR,Atlanta,GA,30324,33.8118946,-84.3627279
FSP-060-006659,Hikari @ Johns Creek,10820 Abbotts Bridge RD,Duluth,GA,30097,34.0451341,-84.1774720
FSP-060-006662,Sandy Springs City Center- Conference Level Pantry,1 Galambos WAY,Atlanta,GA,30328,33.9244396,-84.3811047
FSP-060-006663,Sandy Springs City Center- Studio Theater Serving,1 Galambos WAY,Atlanta,GA,30328,33.9244396,-84.3811047
FSP-060-006664,Emory University Hospital Midtown Doctors Dining Room,550 Peachtree ST,Atlanta,GA,30308,33.7681453,-84.3860973
FSP-060-006665,Frutta Bowls,4920 Roswell RD STE 46,Atlanta,GA,30342,33.8885490,-84.3823166
FSP-060-006666,Cinnabon-Auntie Anne's,1000 North point CIR STE 1140,Alpharetta,GA,30022,34.0480300,-84.2955888
FSP-060-006671,Target T-2171 Starbuck's,2539 Piedmont RD NE,Atlanta,GA,30324,33.8237498,-84.3631009
FSP-060-006672,Target T-2333 Starbuck's,5570 Roswell RD,Atlanta,GA,30342,33.9057090,-84.3806510
FSP-060-006673,Kong's Kitchen,1584 Piedmont AVE,Atlanta,GA,30324,33.7977759,-84.3687652
FSP-060-006682,Cafe Posh,3150 Roswell RD NW STE A-1,Atlanta,GA,30305,33.8407921,-84.3797830
FSP-060-006686,3 Heart,716 Ponce De Leon PL,Atlanta,GA,30306,33.7738459,-84.3643092
FSP-060-006689,Grecian Gyro,11035 Medlock Bridge RD,Duluth,GA,30097,34.0500657,-84.1772248
FSP-060-006692,Firewall Food Stop,1546 Ralph David Abernathy BLVD SW,Atlanta,GA,30310,33.7436146,-84.4382624
FSP-060-006694,Loyal Tavern,950 Canton ST,Roswell,GA,30075,34.0244515,-84.3616601
FSP-060-006701,Root Baking Co,675 Ponce De Leon AVE NE,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-006702,Chiringa,34 South Main STE 2B,Alpharetta,GA,30009,34.0749733,-84.2943024
FSP-060-006704,La Fonda Latina,2813 Peachtree RD,Atlanta,GA,30305,33.8316896,-84.3849866
FSP-060-006705,Meatballs & Salsa. LLC d/b/a Third Street Goods,1039 Grant ST SE STE B40,Atlanta,GA,30315,33.7254452,-84.3773682
FSP-060-006708,Delish Story,151 Ellis ST STE 100,Atlanta,GA,30303,33.7582088,-84.3830549
FSP-060-006709,Crazy Cuban,290 14th ST NW,Atlanta,GA,30318,33.7858610,-84.3965614
FSP-060-006710,IL Bacio Pizzeria & Trattoria,2571 Piedmont RD NE,Atlanta,GA,30324,33.8256097,-84.3655717
FSP-060-006710,IL Bacio Pizzeria & Trattoria,2571 Piedmont RD NE STE 120,Atlanta,GA,30324,33.8256097,-84.3655717
FSP-060-006725,Ritz-Carlton Atlanta-Club Lounge,181 Peachtree ST NE,Atlanta,GA,30303,33.7586524,-84.3871576
FSP-060-006729,Poke Bar,4920 Roswell RD STE 47,Atlanta,GA,30342,33.8885729,-84.3823775
FSP-060-006731,McDonald's,3534 Martin Luther King DR,Atlanta,GA,30331,33.7577255,-84.5034356
FSP-060-006732,JJ's Cafe LLC,3650 Jonesboro RD,Atlanta,GA,30354,33.6557111,-84.3663833
FSP-060-006733,House of RIbs,2692 Godby RD,Atlanta,GA,30331,33.6163309,-84.4771304
FSP-060-006734,The Bold Monk,1175 CHATTAHOOCHEE AVE STE D/C3,Atlanta,GA,30327,33.8014258,-84.4264224
FSP-060-006735,Edelweiss Concessions dba So-fish-ticated,7040 Jimmy Carter BLVD,Norcross,GA,30092,33.9460690,-84.2419153
FSP-060-006745,Sheraton Atlanta Hotel-Deli,165 Courtland ST NE,Atlanta,GA,30303,33.7591346,-84.3832808
FSP-060-006750,J.R. Crickets,3529 Main ST,College Park,GA,30337,33.6594199,-84.4483619
FSP-060-006751,Terri's Cafe Inc.,2478 Martin Luther King Jr. DR,Atlanta,GA,30311,33.7516272,-84.4686593
FSP-060-006753,Sbarro #584,2186 N Point CIR,Alpharetta,GA,30022,34.0501068,-84.2969812
FSP-060-006755,Southern Porch on Main,62 N Main ST,Alpharetta,GA,30009,34.0772920,-84.2947356
FSP-060-006756,Taste of Grace(Base of Operation for Mobile),4245 Cascade RD,Atlanta,GA,30331,33.7355399,-84.5267243
FSP-060-006758,Revelator Coffee,101 Marietta ST STE 150,Atlanta,GA,30303,33.7568359,-84.3920664
FSP-060-006759,Fiesta Cantina,360 Edgewood AVE,Atlanta,GA,30312,33.7544968,-84.3760132
FSP-060-006759,Fiesta Cantina DBA Fin and Feathers,360 Edgewood AVE,Atlanta,GA,30312,33.7544968,-84.3760132
FSP-060-006760,"Irby's Tavern, LLC d/b/a Irby's Tavern",322 East Paces Ferry RD,Atlanta,GA,30305,33.8396135,-84.3770808
FSP-060-006763,Sweet-Stack Creamery,171 Auburn AVE NE,Atlanta,GA,30303,33.7554172,-84.3815874
FSP-060-006763,Sweet-Stack Creamery,171 Auburn AVE NE STE C,Atlanta,GA,30303,33.7554172,-84.3815874
FSP-060-006771,Smoothie King,3680 Cascade RD STE A-1,Atlanta,GA,30331,33.7229246,-84.5082498
FSP-060-006773,Mouth of the South,186 Carroll ST SE,Atlanta,GA,30312,33.7495371,-84.3679028
FSP-060-006785,Bubbly Boba,11500 Webb Bridge WAY STE 1,Alpharetta,GA,30005,34.0617730,-84.2250803
FSP-060-006796,Cafe 2091 Eatery,2091 Headland DR STE B,Atlanta,GA,30344,33.6895171,-84.4567978
FSP-060-006802,South Bar,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006823,Baltimore Crab & Seafood dba Bella,3220 Butner RD STE 250,Atlanta,GA,30331,33.6666176,-84.5495739
FSP-060-006824,Creative Cravings,3330 Martin Luther King Jr DR STE A,Atlanta,GA,30331,33.7541571,-84.4973200
FSP-060-006826,120 Chicken,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006830,City Tap House-CT4 Midtown Atlanta LLC,848 Peachtree ST NW,Atlanta,GA,30308,33.7778634,-84.3847178
FSP-060-006832,Target T-1197 Starbuck's,3535 Peachtree RD NE,Atlanta,GA,30326,33.8516403,-84.3596269
FSP-060-006833,Streatery,809 Hollywood RD,Atlanta,GA,30318,33.7773377,-84.4501254
FSP-060-006834,"4431 Hugh Howell Road, LLC dba The Greater Good Barbecue",1021 Howell Mill RD,Atlanta,GA,30318,33.7826830,-84.4112940
FSP-060-006837,Little Tart Bakeshop & Softie,68 Georgia AVE SE,Atlanta,GA,30312,33.7369427,-84.3856826
FSP-060-006843,North Loge Kitchen,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006844,McDonald's,2929 Peachtree RD NE,Atlanta,GA,30305,33.8351278,-84.3816795
FSP-060-006845,"Taqueria/BP Alpharetta, Inc",11425 Haynes Bridge RD,Alpharetta,GA,30009,34.0610956,-84.2890814
FSP-060-006846,McDonald's,3324 Northside PKWY,Atlanta,GA,30327,33.8470337,-84.4295344
FSP-060-006847,Marguerite Jerk Bistro,1039 Grant ST STE B16,Atlanta,GA,30315,33.7254452,-84.3773682
FSP-060-006850,A Pantry,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006851,B Pantry,1 State Farm DR,Atlanta,GA,30303,33.7572331,-84.3963403
FSP-060-006852,South Food Station - Extended off B Pantry,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006853,North Food Station - Extended off B Pantry,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006855,North Swing Suite,1 Phillips DR,Atlanta,GA,30303,33.6999032,-84.3537590
FSP-060-006872,109 Pizza,1 State Farm DR,Atlanta,GA,30303,33.7572331,-84.3963403
FSP-060-006874,Atlanta Social Pizza,1 State Farm DR,Atlanta,GA,30303,33.7572331,-84.3963403
FSP-060-006879,110 Chicken,1 State Farm DR,Atlanta,GA,30303,33.7572331,-84.3963403
FSP-060-006881,Cultivate Food & Coffee,1952 Howell Mill RD STE 200,Atlanta,GA,30318,33.8079204,-84.4130779
FSP-060-006882,US DELI,902 Donald Lee Hollowell PKWY STE A,Atlanta,GA,30318,33.7728338,-84.4167742
FSP-060-006883,Joaney's Little Yellow Food Wagon,5053 Memorial DR STE B,Stone Mountain,GA,30083,33.7927400,-84.2268939
FSP-060-006883,Joaney's Little Yellow Food Wagon,5053 Memorial DR STE B,Atlanta,GA,30083,33.7927400,-84.2268939
FSP-060-006885,Little Rey,1878 Piedmont AVE NE,Atlanta,GA,30324,33.8079720,-84.3663421
FSP-060-006886,OooWee Just Taste It,1469 Campbellton RD BLDG A,Atlanta,GA,30331,33.7140633,-84.4365903
FSP-060-006889,P116F-S,1 State Farm DR,Atlanta,GA,30303,33.7572331,-84.3963403
FSP-060-006893,"'Cue Commissary, LLC",700 Hembree PL STE A,Roswell,GA,30076,34.0596604,-84.3194430
FSP-060-006898,Shade Street Food & Bar,10 S Broad ST,Alpharetta,GA,30009,34.0744280,-84.2944605
FSP-060-006899,DBA Green & Grill (Jedadiah Inc),63 Broad ST,Atlanta,GA,30309,33.7555969,-84.3892133
FSP-060-006905,Arirang-K,7775 McGinnis Ferry RD STE 101 & 102,Johns Creek,GA,30024,34.0549968,-84.1299702
FSP-060-006906,Jinya Ramen Bar,401 S Broad ST,Alpharetta,GA,30009,34.0740134,-84.2940269
FSP-060-006907,Taquito Express,5005 Windward PKWY,Alpharetta,GA,30004,34.0937592,-84.2787381
FSP-060-006909,Union City Fish & Wings Inc.,5022 Roosevelt HWY UNIT 2,Union City,GA,30291,33.5938948,-84.5490097
FSP-060-006910,Wing Heaven,7490 Old National HWY STE 700,Riverdale,GA,30274,33.5530075,-84.4643544
FSP-060-006911,Alto Senior Living Buckhead 1st Floor,4804 Roswell RD,Atlanta,GA,30342,33.8857461,-84.3821247
FSP-060-006912,Flippin Pizza,5230 Windward PKWY STE 105,Alpharetta,GA,30004,34.0912539,-84.2752008
FSP-060-006917,VAS Kouzina,942 Alpharetta ST,Roswell,GA,30075,34.0243309,-84.3609208
FSP-060-006921,Together Deli,11877 Douglas RD STE 103,Alpharetta,GA,30005,34.0709370,-84.2053502
FSP-060-006922,Atlanta Breakfast Club,340 Auburn AVE,Atlanta,GA,30318,33.7556467,-84.3764238
FSP-060-006923,Sanctuary Kitchen,1115 Sanctuary PKWY,Alpharetta,GA,30009,34.0497854,-84.3117277
FSP-060-006924,Wing Go,3278 Washington RD,Atlanta,GA,30344,33.6665310,-84.4657120
FSP-060-006926,Krystal,415 Moreland AVE,Atlanta,GA,30316,33.7426950,-84.3496119
FSP-060-006933,Canopy by Hilton Atlanta Midtown,1414 W Peachtree ST NW,Atlanta,GA,30308,33.7931857,-84.3879421
FSP-060-006934,Gyro Chef Atlanta (Mobile),1475 Atlanta Industrial WAY STE 500,Atlanta,GA,30331,33.7965618,-84.4928430
FSP-060-006941,Midtown Moon Kitchen & Bar 2,1492 Piedmont AVE STE F,Atlanta,GA,30309,33.7957003,-84.3708211
FSP-060-006942,Eurest Dining Services-Georgia Building Authority,244 Washington ST,Atlanta,GA,30334,33.7482344,-84.3895964
FSP-060-006944,Chippers,659 Atlanta ST,Roswell,GA,30075,34.0167610,-84.3623583
FSP-060-006945,Jamerican Bar & Grill,4847 Old National HWY,Atlanta,GA,30337,33.6237800,-84.4767655
FSP-060-006952,Old Lady Gang II,3650 Marketplace BLVD STE 950 & 960,Atlanta,GA,30344,33.6578738,-84.5015894
FSP-060-006952,Old Lady Gang II,3650 Marketplace BLVD STE 950 & 960,Atlanta,GA,30334,33.6578738,-84.5015894
FSP-060-006953,Woodi Cafe,111 James P Brawley FL 1st,Atlanta,GA,30314,33.7515371,-84.4135506
FSP-060-006955,Dippin Dots- 304 Commissary,1 AMB DR,Atlanta,GA,30313,33.7554029,-84.4008922
FSP-060-006961,Olive Bistro Midtown,1075 Peachtree ST STE 4,Atlanta,GA,30309,33.7838326,-84.3826210
FSP-060-006962,Colony Square Chickfila Kiosk,1197 Peachtree ST,Atlanta,GA,30309,33.7877938,-84.3821312
FSP-060-006963,Woodward & Park LLC d/b/a Woodward Park Restaurant,519 Memorial DR UNIT B-02,Atlanta,GA,30303,33.7460355,-84.3707980
FSP-060-006964,Marco's Pizza,12030 Etris RD STE C-100,Roswell,GA,30075,34.0735479,-84.3621324
FSP-060-006965,Auntie Anne's/Planet Smoothie,1000 North point CIR SPC 2018,Alpharetta,GA,30022,34.0486417,-84.2933478
FSP-060-006965,Auntie Anne's/Planet Smoothie,1000 Northpoint CIR SPC 2018,Alpharetta,GA,30022,34.0486417,-84.2933478
FSP-060-006973,Cafe India,3630 Old Milton PKWY STE 120,Alpharetta,GA,30005,34.0654176,-84.2537921
FSP-060-006976,Jimmy Johns,2900 Peachtree RD NW STE 11,Atlanta,GA,30305,33.8344691,-84.3834450
FSP-060-006977,Jimmy Johns,3324 Peachtree RD,Atlanta,GA,30328,33.8455184,-84.3689686
FSP-060-006978,Jimmy Johns,2450 Piedmont RD NE,Atlanta,GA,30324,33.8228857,-84.3677590
FSP-060-006979,Jimmy Johns,1921 Peachtree RD NE,Atlanta,GA,30309,33.8395461,-84.3796672
FSP-060-006980,Atlanta Metropolitan State College,1630 Metropolitan PKWY,Atlanta,GA,30310,33.7094958,-84.4057760
FSP-060-006982,Wings Your Way d/b/a Simply House of Flava,3556 Empire BLVD,Atlanta,GA,30354,33.6571582,-84.3909375
FSP-060-006983,American Deli,4733 Jonesboro RD STE 130,Union City,GA,30291,33.5710221,-84.5404672
FSP-060-006984,Vickery Rose,295 E Crossville RD,Roswell,GA,30075,34.0408608,-84.3538763
FSP-060-006985,Cafe Lucia,205 12th ST NE STE R1,Atlanta,GA,30309,33.7838008,-84.3804067
FSP-060-006994,AMC Camp Creek 14,3760 Princeton Lake PKWY,Atlanta,GA,30331,33.6582339,-84.5101962
FSP-060-006995,Fresco Cantina Grill,10779 Alpharetta HWY STE 160,Roswell,GA,30076,34.0421279,-84.3399082
FSP-060-006996,McDonlad's#4605,4605 Jonesboro RD,Union City,GA,30291,33.5686208,-84.5381502
FSP-060-006997,Buteco Food Truck,1039 Grant ST SE STE C-10,Atlanta,GA,30315,33.7254452,-84.3773682
FSP-060-006998,American Deli,2631 Main ST,Atlanta,GA,30344,33.6832046,-84.4409803
FSP-060-007000,Moe's Southwest Grill,6090 Roswell RD,Atlanta,GA,30328,33.9215926,-84.3796266
FSP-060-007004,The Raw Experience,5975 Roswell RD STE 205,Atlanta,GA,30328,33.9185294,-84.3779011
FSP-060-007007,Church's Chicken (760 Chicken LLC),538 Lee ST,Atlanta,GA,30310,33.7403865,-84.4136760
FSP-060-007008,Church's Chicken (747 Chicken LLC),1796 Delowe DR,Atlanta,GA,30311,33.7062014,-84.4568713
FSP-060-007011,Cibo Atlanta LLC,4969 Roswell RD STE 245,Atlanta,GA,30342,33.8900622,-84.3807352
FSP-060-007014,Lavena Cafe,11585 Jones Bridge RD STE 230,Alpharetta,GA,30022,34.0618681,-84.2146435
FSP-060-007015,Never Enough Thyme,8 S Main ST,Alpharetta,GA,30009,34.0751749,-84.2943445
FSP-060-007016,Gyro City Grill,1475 Holcomb Bridge RD,Roswell,GA,30076,34.0183755,-84.3177167
FSP-060-007018,Sodexo at Grady Health-Starbuck's,80 Jesse Hill DR SE,Atlanta,GA,30303,33.7517850,-84.3820071
FSP-060-007020,Sodexo at Grady Health-Main Kitchen 1st Floor,80 Jesse Hill DR SE,Atlanta,GA,30303,33.7517850,-84.3820071
FSP-060-007022,JLS Catering dba/ For All Occasions & More,1440 Spring ST NW,Atlanta,GA,30309,33.7941430,-84.3897675
FSP-060-007023,Wing Station #2,757 Cleveland AVE,Atlanta,GA,30315,33.6814861,-84.4141479
FSP-060-007024,"Fellaship, LLC 1st Floor Kitchen & Bar",110 Centennial Olympic Park DR SW,Atlanta,GA,30313,33.7517811,-84.3992584
FSP-060-007028,Mount Vernon Prebyterian School-Lower School,471 Mount Vernon HWY NE FL 2nd,Atlanta,GA,30328,33.9241493,-84.3716653
FSP-060-007034,Cupanions Kitchen and Coffee,4920 Roswell RD SE STE 14,Atlanta,GA,30339,33.8885729,-84.3823775
FSP-060-007035,WNB Factory,2090 Dunwoody Club DR STE 103,Atlanta,GA,30350,33.9606791,-84.3012731
FSP-060-007036,La Teda Tapas & Tequila,5815 Windward PKWY STE 211,Alpharetta,GA,30004,34.0875746,-84.2557831
FSP-060-007036,Hacienda Bar & Grill,5815 Windward PKWY STE 211,Alpharetta,GA,30004,34.0875746,-84.2557831
FSP-060-007038,Cafe Vendome,6400 Bluestone RD STE 110,Atlanta,GA,30328,33.9252434,-84.3825418
FSP-060-007039,Rina,699 Ponce De Leon AVE NE,Atlanta,GA,30308,33.7729192,-84.3640217
FSP-060-007041,Mazzy's Sports Tavern,13695 Highway 9 STE 106,Milton,GA,30004,34.1142949,-84.2683313
FSP-060-007043,Hutchinson Elementary School,220 Northside DR SW,Atlanta,GA,30314,33.7483788,-84.4046886
FSP-060-007043,Beecher Hills Elementary School @ Bethune,220 Northside DR NW,Atlanta,GA,30314,33.7606218,-84.4036007
FSP-060-007044,Westside Atlanta Charter School @ Archer,2215 Perry BLVD NW,Atlanta,GA,30318,33.8057086,-84.4611951
FSP-060-007054,Capital City Club-Overlook,53 W Brookhaven DR NE,Atlanta,GA,30319,33.8697240,-84.3524324
FSP-060-007060,Krab Kingz,2636 MLK Jr. DR STE 5,Atlanta,GA,30311,33.7527051,-84.4742758
FSP-060-007064,Loteria Grill,3535 Northside PKWY,Atlanta,GA,30327,33.8506023,-84.4291446
FSP-060-007065,New Orleans Daiquiri Bar & Grill,5415 Old National HWY,Atlanta,GA,30349,33.6074639,-84.4717956
FSP-060-007066,Gocha's Breakfast Bar LLC,3695 Cascade RD,Atlanta,GA,30331,33.7249760,-84.5083727
FSP-060-007067,Encore Hookah Bar & Bistro,320 Luckie ST,Atlanta,GA,30318,33.7631888,-84.3963972
FSP-060-007080,"Thousand Hills Flat Iron, LLC",84 Peachtree ST NW,Atlanta,GA,30303,33.7558823,-84.3889200
FSP-060-007084,American Deli,10479 Alpharetta ST STE 15,Roswell,GA,30075,34.0339887,-84.3459066
FSP-060-007085,Midtown Moon Main Bar & Bar 3&4,1492 Piedmont AVE STE F,Atlanta,GA,30309,33.7957003,-84.3708211
FSP-060-007086,Sugar Factory Kitchen,1080 Peachtree ST STE 10,Atlanta,GA,30309,33.7839725,-84.3841840
FSP-060-007087,Sugar Factory Bar,1080 Peachtree ST STE 10,Atlanta,GA,30303,33.7839725,-84.3841840
FSP-060-007088,Buteco (Base of Operation),1039 Grant ST STE C-10,Atlanta,GA,30315,33.7254452,-84.3773682
